Event_ID,Event_Date,Applied_Date,Window_Day,Intensity_Phase,Hormuz_Risk,Energy_Infrastructure_Attack,Maritime_Security_Risk,Military_Escalation,Insurance_Freight_Risk,Market_Uncertainty_Component,Source_URL,Window_Rule
E001,2021-01-04,2021-01-04,0,full,2,0,3,1,2,1,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-05,1,full,2,0,3,1,2,1,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-06,2,full,2,0,3,1,2,1,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-07,3,full,2,0,3,1,2,1,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-08,4,decay,1,0,2,0,1,0,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-09,5,decay,1,0,2,0,1,0,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-10,6,decay,1,0,2,0,1,0,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E001,2021-01-04,2021-01-11,7,decay,1,0,2,0,1,0,https://www.reuters.com/world/south-korean-flagged-tanker-seized-by-iran-seoul-demands-release-2021-01-04/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-04-27,0,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-04-28,1,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-04-29,2,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-04-30,3,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-05-01,4,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-05-02,5,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-05-03,6,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E002,2023-04-27,2023-05-04,7,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-03,0,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-04,1,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-05,2,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-06,3,full,2,0,3,1,2,1,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-07,4,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-08,5,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-09,6,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E003,2023-05-03,2023-05-10,7,decay,1,0,2,0,1,0,https://www.reuters.com/world/second-oil-tanker-week-seized-by-iran-gulf-us-navy-2023-05-03/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-19,0,full,0,0,3,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-20,1,full,0,0,3,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-21,2,full,0,0,3,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-22,3,full,0,0,3,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-23,4,decay,0,0,2,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-24,5,decay,0,0,2,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-25,6,decay,0,0,2,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E004,2023-11-19,2023-11-26,7,decay,0,0,2,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E005,2023-12-31,2023-12-31,0,full,0,0,2,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-01,1,full,0,0,2,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-02,2,full,0,0,2,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-03,3,full,0,0,2,2,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-04,4,decay,0,0,1,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-05,5,decay,0,0,1,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-06,6,decay,0,0,1,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E005,2023-12-31,2024-01-07,7,decay,0,0,1,1,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Military/missile attack: 3 full-intensity days + 4 decay days
E006,2024-01-12,2024-01-12,0,full,0,0,2,3,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Default event: event day plus 1 full day + 2 decay days
E006,2024-01-12,2024-01-13,1,full,0,0,2,3,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Default event: event day plus 1 full day + 2 decay days
E006,2024-01-12,2024-01-14,2,decay,0,0,1,2,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Default event: event day plus 1 full day + 2 decay days
E006,2024-01-12,2024-01-15,3,decay,0,0,1,2,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-shipping-red-sea-persist-us-allies-strike-back-2024-01-12/,Default event: event day plus 1 full day + 2 decay days
E007,2024-03-06,2024-03-06,0,full,0,0,3,2,3,2,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-07,1,full,0,0,3,2,3,2,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-08,2,full,0,0,3,2,3,2,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-09,3,full,0,0,3,2,3,2,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-10,4,decay,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-11,5,decay,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-12,6,decay,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E007,2024-03-06,2024-03-13,7,decay,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/three-missing-bulk-carrier-off-yemen-after-incident-reported-shipping-source-2024-03-06/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-01,0,full,1,0,0,2,1,1,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-02,1,full,1,0,0,2,1,1,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-03,2,full,1,0,0,2,1,1,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-04,3,full,1,0,0,2,1,1,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-05,4,decay,0,0,0,1,0,0,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-06,5,decay,0,0,0,1,0,0,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-07,6,decay,0,0,0,1,0,0,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E008,2024-04-01,2024-04-08,7,decay,0,0,0,1,0,0,https://www.reuters.com/world/middle-east/israel-bombs-iran-embassy-syria-iranian-commanders-among-dead-2024-04-01/,Fatal merchant-vessel attack: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-13,0,full,2,0,3,2,2,2,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-14,1,full,2,0,3,2,2,2,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-15,2,full,2,0,3,2,2,2,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-16,3,full,2,0,3,2,2,2,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-17,4,decay,1,0,2,1,1,1,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-18,5,decay,1,0,2,1,1,1,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-19,6,decay,1,0,2,1,1,1,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E009,2024-04-13,2024-04-20,7,decay,1,0,2,1,1,1,https://www.reuters.com/world/middle-east/iran-says-msc-aries-vessel-seized-violating-maritime-laws-2024-04-15/,Ship seizure/hijacking: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-13,0,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-14,1,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-15,2,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-16,3,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-17,4,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-18,5,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-19,6,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E010,2024-04-13,2024-04-20,7,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iran-launches-drone-attack-israel-expected-unfold-over-hours-2024-04-13/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-01,0,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-02,1,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-03,2,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-04,3,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-05,4,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-06,5,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-07,6,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E011,2024-10-01,2024-10-08,7,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/iranian-missile-strike-israel-shows-capability-greater-scale-complexity-2024-10-02/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-10-26,0,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-10-27,1,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-10-28,2,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-10-29,3,full,1,0,0,3,1,2,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-10-30,4,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-10-31,5,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-11-01,6,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E012,2024-10-26,2024-11-02,7,decay,0,0,0,2,0,1,https://www.reuters.com/world/middle-east/israeli-military-says-it-is-conducting-precise-strikes-military-targets-iran-2024-10-25/,Military/missile attack: 3 full-intensity days + 4 decay days
E013,2025-01-16,2025-01-16,0,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-17,1,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-18,2,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-19,3,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-20,4,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-21,5,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-22,6,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-23,7,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-24,8,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-25,9,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-26,10,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-27,11,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-28,12,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-29,13,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-30,14,full,0,0,2,1,2,1,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-01-31,15,decay,0,0,1,0,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-02-01,16,decay,0,0,1,0,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
E013,2025-01-16,2025-02-02,17,decay,0,0,1,0,1,0,https://www.reuters.com/world/middle-east/houthi-attacks-merchant-ships-red-sea-2025-01-16/,Sustained Red Sea campaign marker: 14 full-intensity days + 16 decay days
